what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1304756771410
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1304756771410
started,bundle,com.python.pydev.analysis,1.6.0.2010071813,"com.python.pydev.analysis",1304756771410
started,bundle,org.python.pydev,1.6.0.2010071813,"org.python.pydev",1304756771410
started,bundle,org.python.pydev.core,1.6.0.2010071813,"org.python.pydev.core",1304756771411
os,sysinfo,,,"macosx",1304756771414
arch,sysinfo,,,"x86_64",1304756771414
ws,sysinfo,,,"cocoa",1304756771414
locale,sysinfo,,,"zh_CN",1304756771414
processors,sysinfo,,,"2",1304756771414
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1304756771414
java.runtime.version,sysinfo,,,"1.6.0_24-b07-334-10M3326",1304756771414
java.specification.name,sysinfo,,,"Java Platform API Specification",1304756771414
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304756771414
java.specification.version,sysinfo,,,"1.6",1304756771414
java.vendor,sysinfo,,,"Apple Inc.",1304756771414
java.version,sysinfo,,,"1.6.0_24",1304756771414
java.vm.info,sysinfo,,,"mixed mode",1304756771414
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1304756771414
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1304756771414
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304756771414
java.vm.specification.version,sysinfo,,,"1.0",1304756771414
java.vm.vendor,sysinfo,,,"Apple Inc.",1304756771414
java.vm.version,sysinfo,,,"19.1-b02-334",1304756771414
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1304756785329
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1304756785344
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1304756785359
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304756796340
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304756823751
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304756823843
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201006141710,"org.eclipse.cdt.debug.mi.ui",1304756824458
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.0.201006141710,"org.eclipse.cdt.debug.mi.core",1304756824459
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1304756824459
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.search",1304756824460
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.gdb.ui",1304756824461
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.ui",1304756824461
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201006141710,"org.eclipse.cdt.gdb.ui",1304756824462
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201006141710,"org.eclipse.cdt.dsf.gdb",1304756824463
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201006141710,"org.eclipse.cdt.launch",1304756824464
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui",1304756824465
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.traditional",1304756824466
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201006141710,"org.eclipse.cdt.dsf",1304756824467
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201006141710,"org.eclipse.cdt.debug.core",1304756824467
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.ui",1304756824468
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.ui",1304756824469
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.gnu.ui",1304756824469
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.core",1304756824470
stopped,bundle,org.eclipse.cdt.make.core,7.0.0.201006141710,"org.eclipse.cdt.make.core",1304756824470
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.2.v20100608-0100-e3x,"org.eclipse.cdt.mylyn.ui",1304756824471
stopped,bundle,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui",1304756824621
stopped,bundle,org.eclipse.cdt.core,5.2.0.201006141710,"org.eclipse.cdt.core",1304756824631
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1304756824632
stopped,bundle,com.python.pydev.codecompletion,1.6.0.2010071813,"com.python.pydev.codecompletion",1304756824633
stopped,bundle,com.python.pydev.refactoring,1.6.0.2010071813,"com.python.pydev.refactoring",1304756824634
stopped,bundle,com.python.pydev.analysis,1.6.0.2010071813,"com.python.pydev.analysis",1304756824636
stopped,bundle,com.python.pydev.debug,1.6.0.2010071813,"com.python.pydev.debug",1304756824654
stopped,bundle,com.python.pydev.fastparser,1.6.0.2010071813,"com.python.pydev.fastparser",1304756824655
stopped,bundle,com.python.pydev,1.6.0.2010071813,"com.python.pydev",1304756824655
stopped,bundle,org.python.pydev.django,1.6.0.2010071813,"org.python.pydev.django",1304756824656
stopped,bundle,org.python.pydev.customizations,1.6.0.2010071813,"org.python.pydev.customizations",1304756824657
stopped,bundle,org.python.pydev.debug,1.6.0.2010071813,"org.python.pydev.debug",1304756824657
stopped,bundle,org.python.pydev.red_core,1.6.0.2010071813,"org.python.pydev.red_core",1304756824658
stopped,bundle,org.python.pydev.refactoring,1.6.0.2010071813,"org.python.pydev.refactoring",1304756824658
stopped,bundle,org.python.pydev,1.6.0.2010071813,"org.python.pydev",1304756824658
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1304756824660
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1304756824660
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1304756824661
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1304756824663
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1304756824664
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1304756824665
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1304756824666
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1304756824666
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1304756824666
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.help.ui",1304756824667
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1304756824668
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1304756824668
stopped,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1304756824671
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1304756834041
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1304756834043
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1304756834043
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1304756834044
started,bundle,org.eclipse.cdt.core,5.2.0.201006141710,"org.eclipse.cdt.core",1304756834044
started,bundle,org.eclipse.cdt.make.core,7.0.0.201006141710,"org.eclipse.cdt.make.core",1304756834045
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.ui",1304756834046
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.core",1304756834046
started,bundle,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui",1304756834050
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1304756834051
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1304756834051
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1304756834052
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1304756834052
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1304756834053
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1304756834053
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1304756834054
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1304756834054
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1304756834055
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1304756834055
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1304756834056
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1304756834056
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1304756834056
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1304756834061
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1304756834061
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1304756834126
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1304756834127
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1304756834127
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1304756834129
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1304756834129
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1304756834130
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1304756834130
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1304756834131
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1304756834133
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1304756834134
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1304756834134
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1304756834134
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1304756834135
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1304756834135
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1304756834136
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1304756834137
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1304756834137
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1304756834138
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1304756834138
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1304756834139
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1304756834139
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1304756834140
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1304756834140
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1304756834140
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1304756834141
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1304756834141
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1304756834142
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1304756834142
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1304756834143
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1304756834144
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1304756834144
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1304756834145
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1304756834146
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1304756834146
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1304756834148
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1304756834148
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1304756834149
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1304756834149
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1304756834150
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1304756834151
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1304756834151
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1304756834152
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1304756834152
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1304756834153
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1304756834153
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1304756834154
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1304756834155
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1304756834155
started,bundle,com.python.pydev.analysis,1.6.0.2010071813,"com.python.pydev.analysis",1304756834156
started,bundle,org.python.pydev,1.6.0.2010071813,"org.python.pydev",1304756834156
started,bundle,org.python.pydev.core,1.6.0.2010071813,"org.python.pydev.core",1304756834156
os,sysinfo,,,"macosx",1304756834160
arch,sysinfo,,,"x86_64",1304756834160
ws,sysinfo,,,"cocoa",1304756834160
locale,sysinfo,,,"zh_CN",1304756834160
processors,sysinfo,,,"2",1304756834160
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1304756834160
java.runtime.version,sysinfo,,,"1.6.0_24-b07-334-10M3326",1304756834160
java.specification.name,sysinfo,,,"Java Platform API Specification",1304756834160
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304756834160
java.specification.version,sysinfo,,,"1.6",1304756834160
java.vendor,sysinfo,,,"Apple Inc.",1304756834160
java.version,sysinfo,,,"1.6.0_24",1304756834160
java.vm.info,sysinfo,,,"mixed mode",1304756834160
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1304756834160
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1304756834160
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304756834160
java.vm.specification.version,sysinfo,,,"1.0",1304756834160
java.vm.vendor,sysinfo,,,"Apple Inc.",1304756834160
java.vm.version,sysinfo,,,"19.1-b02-334",1304756834160
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304756836223
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304756851926
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304756857989
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201006141710,"org.eclipse.cdt.debug.mi.ui",1304756858433
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.0.201006141710,"org.eclipse.cdt.debug.mi.core",1304756858434
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1304756858436
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.search",1304756858438
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.gdb.ui",1304756858439
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.ui",1304756858443
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201006141710,"org.eclipse.cdt.gdb.ui",1304756858443
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201006141710,"org.eclipse.cdt.dsf.gdb",1304756858444
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201006141710,"org.eclipse.cdt.launch",1304756858445
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui",1304756858447
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.traditional",1304756858447
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201006141710,"org.eclipse.cdt.dsf",1304756858448
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201006141710,"org.eclipse.cdt.debug.core",1304756858449
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.ui",1304756858450
